id,class
20793,0
20794,13
20795,3
20796,8
20797,3
20798,15
20799,9
20800,11
20801,8
20802,9
20803,7
20804,5
20805,14
20806,0
20807,2
20808,5
20809,6
20810,14
20811,17
20812,0
20813,13
20814,10
20815,17
20816,0
20817,0
20818,11
20819,14
20820,12
20821,12
20822,15
20823,6
20824,17
20825,14
20826,16
20827,5
20828,6
20829,11
20830,12
20831,6
20832,11
20833,3
20834,7
20835,2
20836,0
20837,13
20838,2
20839,7
20840,18
20841,7
20842,13
20843,3
20844,0
20845,15
20846,2
20847,6
20848,13
20849,12
20850,8
20851,7
20852,18
20853,12
20854,6
20855,0
20856,2
20857,18
20858,2
20859,13
20860,18
20861,14
20862,2
20863,18
20864,18
20865,17
20866,0
20867,16
20868,2
20869,13
20870,17
20871,7
20872,11
20873,10
20874,18
20875,18
20876,3
20877,7
20878,12
20879,18
20880,14
20881,13
20882,6
20883,2
20884,14
20885,3
20886,3
20887,15
20888,14
20889,9
20890,14
20891,14
20892,6
20893,7
20894,9
20895,3
20896,3
20897,1
20898,18
20899,15
20900,11
20901,9
20902,0
20903,18
20904,11
20905,18
20906,2
20907,2
20908,17
20909,2
20910,6
20911,4
20912,2
20913,14
20914,6
20915,6
20916,10
20917,8
20918,13
20919,2
20920,2
20921,18
20922,7
20923,14
20924,6
20925,13
20926,7
20927,11
20928,18
20929,2
20930,11
20931,5
20932,3
20933,6
20934,12
20935,0
20936,2
20937,14
20938,7
20939,0
20940,18
20941,2
20942,18
20943,17
20944,8
20945,4
20946,2
20947,13
20948,2
20949,6
20950,9
20951,18
20952,11
20953,3
20954,17
20955,18
20956,16
20957,10
20958,7
20959,2
20960,14
20961,0
20962,12
20963,4
20964,14
20965,3
20966,2
20967,18
20968,11
20969,3
20970,18
20971,7
20972,16
20973,15
20974,17
20975,18
20976,18
20977,7
20978,2
20979,8
20980,12
20981,11
20982,9
20983,18
20984,3
20985,11
20986,6
20987,3
20988,6
20989,13
20990,17
20991,14
20992,1
20993,7
20994,0
20995,6
20996,9
20997,7
20998,5
20999,7
21000,18
21001,16
21002,14
21003,13
21004,18
21005,2
21006,17
21007,5
21008,0
21009,13
21010,6
21011,2
21012,11
21013,8
21014,2
21015,18
21016,0
21017,11
21018,3
21019,18
21020,10
21021,18
21022,7
21023,18
21024,7
21025,0
21026,9
21027,2
21028,16
21029,0
21030,2
21031,0
21032,0
21033,18
21034,0
21035,14
21036,0
21037,0
21038,18
21039,0
21040,14
21041,11
21042,18
21043,5
21044,8
21045,5
21046,6
21047,0
21048,17
21049,6
21050,18
21051,0
21052,0
21053,2
21054,12
21055,15
21056,7
21057,2
21058,0
21059,13
21060,12
21061,13
21062,14
21063,0
21064,12
21065,12
21066,9
21067,17
21068,4
21069,13
21070,17
21071,13
21072,6
21073,13
21074,11
21075,0
21076,9
21077,12
21078,1
21079,16
21080,12
21081,11
21082,10
21083,2
21084,11
21085,0
21086,12
21087,3
21088,3
21089,7
21090,5
21091,12
21092,18
21093,7
21094,13
21095,15
21096,12
21097,6
21098,11
21099,8
21100,8
21101,18
21102,18
21103,7
21104,18
21105,9
21106,13
21107,17
21108,11
21109,2
21110,8
21111,9
21112,6
21113,2
21114,0
21115,15
21116,0
21117,9
21118,3
21119,2
21120,0
21121,0
21122,11
21123,3
21124,18
21125,13
21126,18
21127,18
21128,17
21129,9
21130,11
21131,13
21132,0
21133,13
21134,7
21135,3
21136,15
21137,9
21138,3
21139,11
21140,6
21141,18
21142,13
21143,3
21144,2
21145,0
21146,14
21147,0
21148,2
21149,18
21150,3
21151,10
21152,18
21153,11
21154,18
21155,12
21156,13
21157,8
21158,2
21159,6
21160,18
21161,0
21162,12
21163,2
21164,2
21165,2
21166,18
21167,0
21168,7
21169,0
21170,8
21171,0
21172,14
21173,9
21174,13
21175,0
21176,3
21177,0
21178,1
21179,2
21180,2
21181,3
21182,3
21183,2
21184,17
21185,9
21186,3
21187,9
21188,14
21189,14
21190,0
21191,0
21192,11
21193,17
21194,5
21195,0
21196,11
21197,7
21198,5
21199,12
21200,6
21201,11
21202,13
21203,14
21204,10
21205,7
21206,18
21207,11
21208,17
21209,9
21210,9
21211,8
21212,15
21213,18
21214,18
21215,0
21216,12
21217,8
21218,10
21219,15
21220,12
21221,13
21222,6
21223,14
21224,8
21225,17
21226,9
21227,4
21228,13
21229,14
21230,12
21231,2
21232,9
21233,18
21234,3
21235,12
21236,11
21237,7
21238,0
21239,11
21240,3
21241,14
21242,17
21243,7
21244,0
21245,14
21246,2
21247,9
21248,4
21249,0
21250,2
21251,1
21252,7
21253,4
21254,0
21255,1
21256,18
21257,6
21258,11
21259,8
21260,14
21261,12
21262,0
21263,2
21264,7
21265,2
21266,18
21267,7
21268,16
21269,13
21270,18
21271,13
21272,2
21273,9
21274,17
21275,14
21276,8
21277,13
21278,0
21279,13
21280,18
21281,5
21282,0
21283,11
21284,15
21285,1
21286,13
21287,15
21288,15
21289,18
21290,14
21291,9
21292,9
21293,11
21294,0
21295,0
21296,6
21297,9
21298,5
21299,16
21300,17
21301,0
21302,0
21303,2
21304,6
21305,2
21306,11
21307,18
21308,18
21309,18
21310,11
21311,11
21312,18
21313,0
21314,18
21315,4
21316,18
21317,15
21318,6
21319,3
21320,2
21321,0
21322,8
21323,18
21324,12
21325,18
21326,18
21327,10
21328,13
21329,18
21330,16
21331,13
21332,4
21333,7
21334,6
21335,16
21336,17
21337,0
21338,11
21339,18
21340,13
21341,5
21342,11
21343,2
21344,2
21345,13
21346,7
21347,6
21348,14
21349,13
21350,2
21351,0
21352,7
21353,2
21354,3
21355,0
21356,13
21357,0
21358,14
21359,2
21360,11
21361,11
21362,7
21363,18
21364,18
21365,13
21366,13
21367,18
21368,18
21369,10
21370,2
21371,5
21372,11
21373,12
21374,18
21375,18
21376,18
21377,11
21378,7
21379,18
21380,13
21381,8
21382,2
21383,11
21384,9
21385,12
21386,7
21387,5
21388,2
21389,11
21390,14
21391,7
21392,18
21393,14
21394,2
21395,7
21396,18
21397,12
21398,15
21399,7
21400,2
21401,15
21402,13
21403,2
21404,3
21405,2
21406,2
21407,0
21408,17
21409,2
21410,8
21411,12
21412,4
21413,2
21414,13
21415,2
21416,9
21417,18
21418,7
21419,0
21420,18
21421,4
21422,3
21423,13
21424,17
21425,13
21426,10
21427,14
21428,18
21429,16
21430,12
21431,13
21432,7
21433,3
21434,13
21435,3
21436,12
21437,14
21438,18
21439,3
21440,13
21441,6
21442,2
21443,18
21444,18
21445,3
21446,12
21447,0
21448,14
21449,13
21450,15
21451,14
21452,17
21453,5
21454,12
21455,12
21456,17
21457,12
21458,8
21459,8
21460,0
21461,12
21462,2
21463,18
21464,17
21465,0
21466,13
21467,3
21468,11
21469,3
21470,5
21471,15
21472,3
21473,18
21474,14
21475,3
21476,18
21477,3
21478,0
21479,1
21480,18
21481,3
21482,11
21483,2
21484,0
21485,18
21486,5
21487,17
21488,17
21489,9
21490,13
21491,13
21492,2
21493,6
21494,18
21495,6
21496,14
21497,17
21498,7
21499,1
21500,12
21501,0
21502,2
21503,16
21504,3
21505,18
21506,8
21507,13
21508,13
21509,2
21510,14
21511,13
21512,11
21513,7
21514,6
21515,13
21516,17
21517,0
21518,2
21519,2
21520,17
21521,8
21522,7
21523,11
21524,2
21525,11
21526,2
21527,2
21528,4
21529,1
21530,11
21531,12
21532,16
21533,14
21534,14
21535,18
21536,0
21537,7
21538,13
21539,2
21540,2
21541,6
21542,11
21543,18
21544,14
21545,0
21546,8
21547,2
21548,3
21549,13
21550,14
21551,3
21552,2
21553,2
21554,18
21555,2
21556,2
21557,11
21558,11
21559,13
21560,14
21561,17
21562,7
21563,18
21564,3
21565,0
21566,0
21567,0
21568,12
21569,4
21570,13
21571,0
21572,3
21573,5
21574,12
21575,0
21576,11
21577,0
21578,11
21579,18
21580,9
21581,18
21582,9
21583,10
21584,2
21585,18
21586,8
21587,14
21588,6
21589,18
21590,7
21591,18
21592,10
21593,15
21594,11
21595,5
21596,3
21597,12
21598,0
21599,17
21600,15
21601,8
21602,8
21603,13
21604,13
21605,11
21606,8
21607,9
21608,14
21609,14
21610,0
21611,8
21612,0
21613,18
21614,18
21615,15
21616,18
21617,11
21618,17
21619,5
21620,16
21621,11
21622,12
21623,3
21624,6
21625,4
21626,0
21627,2
21628,17
21629,8
21630,10
21631,2
21632,18
21633,6
21634,12
21635,14
21636,13
21637,15
21638,2
21639,15
21640,2
21641,0
21642,13
21643,18
21644,17
21645,4
21646,7
21647,13
21648,18
21649,0
21650,2
21651,13
21652,17
21653,14
21654,6
21655,3
21656,11
21657,2
21658,10
21659,7
21660,12
21661,12
21662,1
21663,0
21664,8
21665,10
21666,2
21667,13
21668,18
21669,14
21670,6
21671,18
21672,14
21673,2
21674,13
21675,2
21676,9
21677,12
21678,14
21679,17
21680,2
21681,14
21682,2
21683,17
21684,12
21685,12
21686,7
21687,3
21688,0
21689,9
21690,0
21691,18
21692,9
21693,12
21694,18
21695,18
21696,17
21697,0
21698,2
21699,3
21700,18
21701,17
21702,13
21703,11
21704,2
21705,0
21706,12
21707,6
21708,18
21709,0
21710,11
21711,17
21712,13
21713,11
21714,13
21715,15
21716,0
21717,2
21718,18
21719,2
21720,3
21721,18
21722,14
21723,11
21724,6
21725,2
21726,5
21727,18
21728,12
21729,3
21730,17
21731,18
21732,0
21733,0
21734,14
21735,14
21736,18
21737,14
21738,11
21739,12
21740,2
21741,3
21742,13
21743,14
21744,17
21745,3
21746,18
21747,17
21748,0
21749,3
21750,13
21751,17
21752,18
21753,2
21754,13
21755,0
21756,0
21757,18
21758,18
21759,8
21760,5
21761,12
21762,17
21763,13
21764,7
21765,6
21766,9
21767,16
21768,2
21769,11
21770,18
21771,18
21772,3
21773,18
21774,17
21775,18
21776,7
21777,13
21778,12
21779,9
21780,3
21781,5
21782,13
21783,18
21784,11
21785,13
21786,0
21787,13
21788,6
21789,13
21790,14
21791,2
21792,0
21793,9
21794,14
21795,2
21796,11
21797,10
21798,3
21799,4
21800,0
21801,0
21802,12
21803,18
21804,13
21805,13
21806,0
21807,17
21808,12
21809,17
21810,11
21811,13
21812,3
21813,8
21814,9
21815,3
21816,7
21817,13
21818,15
21819,7
21820,0
21821,14
21822,0
21823,14
21824,3
21825,0
21826,18
21827,14
21828,15
21829,0
21830,11
21831,3
21832,13
21833,0
21834,18
21835,2
21836,18
21837,14
21838,0
21839,13
21840,0
21841,13
21842,0
21843,11
21844,14
21845,13
21846,18
21847,9
21848,11
21849,18
21850,14
21851,13
21852,8
21853,15
21854,11
21855,13
21856,12
21857,2
21858,2
21859,3
21860,14
21861,17
21862,17
21863,0
21864,15
21865,8
21866,2
21867,7
21868,5
21869,13
21870,6
21871,0
21872,2
21873,0
21874,5
21875,6
21876,4
21877,5
21878,18
21879,9
21880,18
21881,9
21882,13
21883,1
21884,3
21885,2
21886,7
21887,0
21888,18
21889,11
21890,6
21891,18
21892,3
21893,11
21894,0
21895,16
21896,15
21897,0
21898,14
21899,7
21900,18
21901,7
21902,13
21903,6
21904,1
21905,2
21906,11
21907,2
21908,5
21909,0
21910,9
21911,4
21912,10
21913,15
21914,18
21915,6
21916,7
21917,7
21918,14
21919,3
21920,7
21921,18
21922,13
21923,17
21924,2
21925,13
21926,14
21927,18
21928,18
21929,0
21930,4
21931,12
21932,4
21933,9
21934,12
21935,14
21936,14
21937,7
21938,18
21939,12
21940,13
21941,14
21942,8
21943,7
21944,18
21945,13
21946,4
21947,9
21948,3
21949,9
21950,18
21951,18
21952,0
21953,13
21954,17
21955,0
21956,0
21957,7
21958,13
21959,13
21960,0
21961,11
21962,16
21963,11
21964,0
21965,18
21966,14
21967,2
21968,14
21969,12
21970,0
21971,18
21972,14
21973,12
21974,2
21975,2
21976,7
21977,2
21978,15
21979,10
21980,7
21981,8
21982,2
21983,13
21984,17
21985,13
21986,7
21987,9
21988,9
21989,18
21990,3
21991,14
21992,13
21993,15
21994,13
21995,7
21996,11
21997,17
21998,7
21999,0
22000,0
22001,14
22002,3
22003,11
22004,9
22005,1
22006,9
22007,7
22008,13
22009,9
22010,3
22011,12
22012,18
22013,9
22014,7
22015,11
22016,14
22017,7
22018,11
22019,12
22020,7
22021,1
22022,9
22023,0
22024,10
22025,6
22026,10
22027,15
22028,6
22029,18
22030,2
22031,11
22032,2
22033,14
22034,18
22035,3
22036,12
22037,0
22038,14
22039,5
22040,13
22041,9
22042,8
22043,6
22044,3
22045,11
22046,18
22047,2
22048,18
22049,7
22050,7
22051,12
22052,13
22053,9
22054,1
22055,0
22056,11
22057,18
22058,18
22059,18
22060,6
22061,15
22062,13
22063,0
22064,18
22065,2
22066,16
22067,8
22068,18
22069,13
22070,2
22071,10
22072,1
22073,0
22074,11
22075,8
22076,7
22077,0
22078,13
22079,18
22080,16
22081,14
22082,5
22083,10
22084,0
22085,14
22086,9
22087,18
22088,13
22089,14
22090,7
22091,7
22092,7
22093,11
22094,1
22095,18
22096,14
22097,2
22098,18
22099,2
22100,6
22101,4
22102,13
22103,9
22104,14
22105,3
22106,1
22107,3
22108,18
22109,14
22110,7
22111,18
22112,18
22113,0
22114,2
22115,17
22116,9
22117,9
22118,14
22119,2
22120,0
22121,8
22122,13
22123,4
22124,5
22125,0
22126,13
22127,13
22128,11
22129,18
22130,0
22131,11
22132,10
22133,6
22134,18
22135,7
22136,11
22137,18
22138,2
22139,6
22140,2
22141,11
22142,13
22143,10
22144,2
22145,0
22146,18
22147,4
22148,18
22149,18
22150,18
22151,12
22152,10
22153,7
22154,15
22155,18
22156,12
22157,1
22158,2
22159,0
22160,0
22161,14
22162,6
22163,8
22164,10
22165,0
22166,13
22167,10
22168,18
22169,16
22170,6
22171,14
22172,9
22173,3
22174,11
22175,7
22176,14
22177,0
22178,3
22179,8
22180,12
22181,12
22182,0
22183,18
22184,3
22185,9
22186,18
22187,14
22188,9
22189,18
22190,2
22191,18
22192,2
22193,6
22194,5
22195,6
22196,16
22197,10
22198,14
22199,9
22200,2
22201,10
22202,12
22203,18
22204,13
22205,2
22206,12
22207,3
22208,15
22209,18
22210,14
22211,16
22212,14
22213,13
22214,9
22215,0
22216,9
22217,0
22218,17
22219,3
22220,0
22221,10
22222,7
22223,18
22224,6
22225,1
22226,0
22227,3
22228,17
22229,18
22230,14
22231,18
22232,3
22233,2
22234,13
22235,6
22236,12
22237,18
22238,11
22239,6
22240,6
22241,3
22242,18
22243,8
22244,2
22245,11
22246,16
22247,7
22248,7
22249,11
22250,10
22251,8
22252,18
22253,18
22254,17
22255,18
22256,14
22257,0
22258,14
22259,0
22260,13
22261,8
22262,2
22263,6
22264,18
22265,14
22266,1
22267,15
22268,13
22269,13
22270,18
22271,7
22272,16
22273,12
22274,18
22275,13
22276,17
22277,14
22278,11
22279,18
22280,12
22281,14
22282,12
22283,13
22284,10
22285,0
22286,0
22287,13
22288,2
22289,5
22290,7
22291,14
22292,5
22293,10
22294,18
22295,9
22296,9
22297,2
22298,13
22299,0
22300,18
22301,11
22302,6
22303,12
22304,12
22305,13
22306,15
22307,17
22308,10
22309,14
22310,0
22311,12
22312,12
22313,18
22314,2
22315,6
22316,1
22317,2
22318,17
22319,5
22320,0
22321,8
22322,9
22323,0
22324,18
22325,7
22326,12
22327,18
22328,11
22329,18
22330,17
22331,13
22332,13
22333,11
22334,0
22335,12
22336,3
22337,15
22338,11
22339,3
22340,11
22341,0
22342,6
22343,0
22344,18
22345,14
22346,8
22347,18
22348,2
22349,11
22350,18
22351,18
22352,11
22353,8
22354,3
22355,10
22356,0
22357,5
22358,2
22359,15
22360,4
22361,2
22362,0
22363,12
22364,12
22365,15
22366,8
22367,2
22368,10
22369,14
22370,7
22371,6
22372,14
22373,12
22374,11
22375,0
22376,11
22377,3
22378,2
22379,18
22380,11
22381,10
22382,16
22383,12
22384,0
22385,10
22386,0
22387,10
22388,2
22389,14
22390,8
22391,9
22392,7
22393,2
22394,2
22395,14
22396,3
22397,14
22398,15
22399,10
22400,12
22401,7
22402,14
22403,0
22404,5
22405,2
22406,3
22407,12
22408,13
22409,11
22410,3
22411,13
22412,13
22413,2
22414,3
22415,7
22416,11
22417,18
22418,0
22419,2
22420,8
22421,3
22422,17
22423,3
22424,13
22425,16
22426,12
22427,0
22428,0
22429,8
22430,14
22431,0
22432,0
22433,0
22434,0
22435,9
22436,7
22437,7
22438,10
22439,7
22440,18
22441,1
22442,12
22443,18
22444,13
22445,0
22446,9
22447,8
22448,2
22449,7
22450,3
22451,6
22452,10
22453,5
22454,7
22455,3
22456,3
22457,5
22458,12
22459,5
22460,0
22461,8
22462,7
22463,3
22464,8
22465,2
22466,3
22467,14
22468,7
22469,18
22470,15
22471,10
22472,11
22473,2
22474,12
22475,7
22476,3
22477,18
22478,2
22479,9
22480,6
22481,17
22482,0
22483,0
22484,1
22485,2
22486,11
22487,6
22488,2
22489,5
22490,12
22491,0
22492,13
22493,12
22494,18
22495,0
22496,6
22497,2
22498,3
22499,2
22500,3
22501,18
22502,6
22503,2
22504,6
22505,14
22506,2
22507,7
22508,18
22509,12
22510,0
22511,7
22512,11
22513,3
22514,0
22515,15
22516,18
22517,12
22518,0
22519,0
22520,18
22521,9
22522,14
22523,5
22524,7
22525,9
22526,6
22527,13
22528,15
22529,5
22530,0
22531,7
22532,3
22533,11
22534,2
22535,0
22536,14
22537,14
22538,15
22539,18
22540,0
22541,5
22542,8
22543,0
22544,18
22545,11
22546,17
22547,11
22548,10
22549,7
22550,12
22551,1
22552,1
22553,18
22554,13
22555,0
22556,6
22557,6
22558,11
22559,14
22560,2
22561,15
22562,0
22563,5
22564,13
22565,2
22566,3
22567,12
22568,11
22569,2
22570,14
22571,16
22572,10
22573,13
22574,11
22575,5
22576,18
22577,18
22578,7
22579,2
22580,13
22581,2
22582,8
22583,12
22584,9
22585,14
22586,18
22587,14
22588,17
22589,0
22590,0
22591,14
22592,11
22593,6
22594,3
22595,14
22596,12
22597,2
22598,15
22599,13
22600,13
22601,18
22602,0
22603,2
22604,1
22605,0
22606,13
22607,15
22608,13
22609,7
22610,11
22611,14
22612,9
22613,18
22614,12
22615,1
22616,18
22617,8
22618,6
22619,0
22620,18
22621,9
22622,18
22623,18
22624,18
22625,0
22626,8
22627,13
22628,9
22629,9
22630,6
22631,18
22632,7
22633,18
22634,13
22635,7
22636,4
22637,11
22638,11
22639,14
22640,3
22641,14
22642,5
22643,13
22644,9
22645,14
22646,18
22647,12
22648,2
22649,2
22650,9
22651,7
22652,6
22653,12
22654,11
22655,11
22656,13
22657,0
22658,11
22659,6
22660,14
22661,2
22662,3
22663,0
22664,8
22665,0
22666,2
22667,7
22668,9
22669,18
22670,15
22671,1
22672,13
22673,12
22674,7
22675,2
22676,18
22677,10
22678,16
22679,13
22680,14
22681,3
22682,11
22683,14
22684,18
22685,15
22686,18
22687,0
22688,17
22689,5
22690,2
22691,0
22692,13
22693,2
22694,7
22695,12
22696,13
22697,11
22698,12
22699,7
22700,11
22701,13
22702,5
22703,5
22704,14
22705,5
22706,16
22707,13
22708,1
22709,8
22710,10
22711,12
22712,14
22713,10
22714,15
22715,13
22716,8
22717,9
22718,17
22719,13
22720,9
22721,11
22722,13
22723,2
22724,13
22725,5
22726,9
22727,12
22728,6
22729,11
22730,9
22731,11
22732,2
22733,2
22734,17
22735,3
22736,9
22737,5
22738,2
22739,2
22740,5
22741,13
22742,2
22743,15
22744,7
22745,15
22746,3
22747,11
22748,3
22749,0
22750,10
22751,2
22752,5
22753,16
22754,13
22755,14
22756,11
22757,13
22758,10
22759,5
22760,11
22761,6
22762,9
22763,18
22764,7
22765,17
22766,3
22767,13
22768,11
22769,0
22770,9
22771,18
22772,6
22773,2
22774,14
22775,7
22776,13
22777,18
22778,2
22779,3
22780,11
22781,14
22782,8
22783,9
22784,3
22785,2
22786,13
22787,13
22788,18
22789,7
22790,6
22791,12
22792,18
22793,15
22794,12
22795,7
22796,18
22797,3
22798,9
22799,9
22800,13
22801,7
22802,2
22803,6
22804,8
22805,7
22806,10
22807,15
22808,15
22809,15
22810,6
22811,2
22812,10
22813,18
22814,11
22815,18
22816,13
22817,13
22818,0
22819,13
22820,9
22821,9
22822,3
22823,15
22824,0
22825,2
22826,12
22827,18
22828,14
22829,2
22830,7
22831,5
22832,0
22833,17
22834,15
22835,18
22836,6
22837,17
22838,3
22839,18
22840,18
22841,0
22842,17
22843,2
22844,18
22845,4
22846,2
22847,3
22848,0
22849,13
22850,13
22851,2
22852,2
22853,2
22854,0
22855,2
22856,2
22857,6
22858,7
22859,7
22860,13
22861,18
22862,8
22863,7
22864,15
22865,5
22866,11
22867,11
22868,10
22869,12
22870,18
22871,7
22872,7
22873,13
22874,7
22875,11
22876,2
22877,2
22878,7
22879,2
22880,0
22881,7
22882,3
22883,18
22884,3
22885,11
22886,4
22887,14
22888,1
22889,10
22890,7
22891,14
22892,1
22893,1
22894,0
22895,15
22896,7
22897,0
22898,2
22899,10
22900,6
22901,5
22902,15
22903,17
22904,18
22905,13
22906,5
22907,9
22908,0
22909,13
22910,6
22911,18
22912,11
22913,18
22914,13
22915,1
22916,0
22917,2
22918,15
22919,7
22920,2
22921,11
22922,7
22923,18
22924,11
22925,13
22926,9
22927,12
22928,17
22929,9
22930,18
22931,1
22932,18
22933,4
22934,5
22935,11
22936,0
22937,8
22938,18
22939,7
22940,4
22941,3
22942,3
22943,1
22944,7
22945,9
22946,3
22947,18
22948,2
22949,15
22950,0
22951,6
22952,3
22953,13
22954,11
22955,7
22956,18
22957,0
22958,13
22959,15
22960,13
22961,1
22962,5
22963,18
22964,8
22965,3
22966,7
22967,14
22968,11
22969,2
22970,1
22971,13
22972,13
22973,8
22974,17
22975,7
22976,18
22977,13
22978,7
22979,2
22980,16
22981,12
22982,9
22983,0
22984,11
22985,15
22986,18
22987,12
22988,2
22989,7
22990,7
22991,4
22992,0
22993,7
22994,3
22995,6
22996,6
22997,9
22998,2
22999,12
23000,13
23001,0
23002,6
23003,4
23004,6
23005,6
23006,18
23007,0
23008,6
23009,18
23010,12
23011,18
23012,0
23013,17
23014,9
23015,17
23016,11
23017,11
23018,13
23019,2
23020,18
23021,7
23022,11
23023,0
23024,18
23025,17
23026,13
23027,4
23028,9
23029,2
23030,13
23031,3
23032,5
23033,2
23034,13
23035,0
23036,2
23037,8
23038,13
23039,0
23040,0
23041,11
23042,12
23043,4
23044,14
23045,18
23046,17
23047,6
23048,18
23049,12
23050,0
23051,0
23052,0
23053,9
23054,10
23055,11
23056,2
23057,17
23058,18
23059,11
23060,11
23061,0
23062,0
23063,3
23064,6
23065,3
23066,13
23067,13
23068,18
23069,6
23070,9
23071,18
23072,11
23073,12
23074,7
23075,10
23076,11
23077,1
23078,11
23079,2
23080,6
23081,13
23082,11
23083,18
23084,12
23085,6
23086,18
23087,7
23088,15
23089,6
23090,17
23091,2
23092,15
23093,3
23094,11
23095,11
23096,2
23097,8
23098,11
23099,17
23100,14
23101,18
23102,0
23103,14
23104,18
23105,18
23106,14
23107,1
23108,9
23109,17
23110,12
23111,17
23112,0
23113,18
23114,11
23115,13
23116,14
23117,13
23118,6
23119,3
23120,12
23121,17
23122,11
23123,8
23124,15
23125,2
23126,9
23127,14
23128,12
23129,15
23130,18
23131,7
23132,13
23133,4
23134,5
23135,0
23136,5
23137,3
23138,13
23139,8
23140,9
23141,11
23142,7
23143,9
23144,13
23145,6
23146,7
23147,13
23148,10
23149,18
23150,0
23151,7
23152,0
23153,5
23154,16
23155,13
23156,14
23157,0
23158,13
23159,12
23160,2
23161,2
23162,0
23163,9
23164,7
23165,0
23166,0
23167,8
23168,12
23169,10
23170,15
23171,5
23172,9
23173,8
23174,17
23175,18
23176,18
23177,14
23178,18
23179,18
23180,14
23181,2
23182,2
23183,18
23184,11
23185,7
23186,9
23187,18
23188,14
23189,8
23190,14
23191,13
23192,9
23193,17
23194,3
23195,9
23196,3
23197,0
23198,0
23199,18
23200,18
23201,13
23202,5
23203,0
23204,15
23205,11
23206,4
23207,11
23208,6
23209,2
23210,11
23211,16
23212,10
23213,6
23214,10
23215,2
23216,3
23217,7
23218,9
23219,1
23220,13
23221,17
23222,9
23223,18
23224,7
23225,12
23226,7
23227,10
23228,14
23229,7
23230,13
23231,2
23232,0
23233,13
23234,10
23235,10
23236,12
23237,9
23238,7
23239,12
23240,12
23241,9
23242,5
23243,18
23244,17
23245,15
23246,18
23247,18
23248,2
23249,11
23250,18
23251,17
23252,2
23253,12
23254,18
23255,5
23256,0
23257,4
23258,2
23259,11
23260,2
23261,9
23262,11
23263,2
23264,13
23265,0
23266,10
23267,7
23268,0
23269,11
23270,3
23271,13
23272,13
23273,16
23274,6
23275,6
23276,14
23277,13
23278,13
23279,4
23280,2
23281,6
23282,15
23283,15
23284,13
23285,13
23286,16
23287,12
23288,6
23289,11
23290,3
23291,12
23292,2
23293,2
23294,18
23295,2
23296,5
23297,3
23298,3
23299,10
23300,12
23301,12
23302,2
23303,18
23304,18
23305,8
23306,9
23307,2
23308,5
23309,18
23310,0
23311,7
23312,17
23313,18
23314,6
23315,17
23316,7
23317,14
23318,18
23319,0
23320,18
23321,2
23322,11
23323,14
23324,18
23325,7
23326,8
23327,3
23328,13
23329,11
23330,11
23331,18
23332,17
23333,12
23334,0
23335,18
23336,14
23337,0
23338,18
23339,0
23340,2
23341,16
23342,5
23343,9
23344,11
23345,18
23346,3
23347,11
23348,2
23349,13
23350,0
23351,9
23352,6
23353,3
23354,0
23355,2
23356,8
23357,2
23358,4
23359,0
23360,14
23361,13
23362,18
23363,1
23364,13
23365,3
23366,0
23367,16
23368,9
23369,13
23370,8
23371,9
23372,8
23373,11
23374,0
23375,18
23376,0
23377,3
23378,0
23379,0
23380,2
23381,12
23382,0
23383,9
23384,9
23385,14
23386,18
23387,3
23388,17
23389,18
23390,0
23391,3
23392,0
23393,0
23394,0
23395,13
23396,2
23397,0
23398,3
23399,12
23400,3
23401,0
23402,9
23403,17
23404,0
23405,15
23406,18
23407,13
23408,18
23409,1
23410,11
23411,18
23412,1
23413,13
23414,18
23415,7
23416,18
23417,18
23418,14
23419,2
23420,10
23421,12
23422,17
23423,13
23424,2
23425,9
23426,5
23427,18
23428,18
23429,12
23430,4
23431,6
23432,2
23433,9
23434,14
23435,0
23436,1
23437,13
23438,14
23439,14
23440,2
23441,9
23442,1
23443,18
23444,9
23445,7
23446,5
23447,0
23448,15
23449,18
23450,15
23451,3
23452,8
23453,7
23454,15
23455,11
23456,6
23457,3
23458,18
23459,10
23460,2
23461,8
23462,7
23463,15
23464,2
23465,8
23466,2
23467,18
23468,5
23469,12
23470,17
23471,12
23472,18
23473,18
23474,11
23475,3
23476,3
23477,18
23478,12
23479,14
23480,2
23481,13
23482,7
23483,3
23484,7
23485,7
23486,0
23487,2
23488,13
23489,14
23490,2
23491,13
23492,6
23493,18
23494,15
23495,16
23496,16
23497,0
23498,15
23499,12
23500,13
23501,9
23502,2
23503,15
23504,14
23505,13
23506,11
23507,13
23508,12
23509,13
23510,7
23511,13
23512,7
23513,7
23514,15
23515,2
23516,7
23517,14
23518,11
23519,14
23520,3
23521,13
23522,13
23523,11
23524,0
23525,1
23526,14
23527,18
23528,8
23529,18
23530,7
23531,8
23532,10
23533,17
23534,13
23535,14
23536,13
23537,2
23538,0
23539,7
23540,11
23541,7
23542,9
23543,18
23544,0
23545,12
23546,7
23547,0
23548,11
23549,12
23550,18
23551,0
23552,0
23553,0
23554,1
23555,0
23556,18
23557,2
23558,2
23559,10
23560,0
23561,18
23562,3
23563,17
23564,7
23565,0
23566,12
23567,11
23568,1
23569,12
23570,18
23571,9
23572,5
23573,0
23574,18
23575,17
23576,9
23577,6
23578,15
23579,2
23580,13
23581,18
23582,12
23583,9
23584,6
23585,18
23586,8
23587,5
23588,2
23589,13
23590,15
23591,11
